"Record.number","In-refID","IndividualID","Predator","Predator.common.name","Predator.taxon","Predator.lifestage","Type.of.feeding.interaction","Predator.mass","Prey","Prey.common.name","Prey.taxon","Prey.mass","Prey.mass.unit","Location"
116,"BTIP153",92,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",1.52E+003,"fish unidentified","fish","ectotherm vertebrate",2.22E+001,"g","Apalachicola Bay, Florida"
117,"BTIP181",58,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",1.20E+003,"fish unidentified","fish","ectotherm vertebrate",2.29E+001,"g","Apalachicola Bay, Florida"
118,"BTIP191",61,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",1.13E+003,"fish unidentified","fish","ectotherm vertebrate",1.13E+001,"g","Apalachicola Bay, Florida"
119,"BTIP191",61,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",1.13E+003,"fish unidentified","fish","ectotherm vertebrate",1.38E+001,"g","Apalachicola Bay, Florida"
120,"BTIP207",95,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",1.89E+003,"fish unidentified","fish","ectotherm vertebrate",3.65E+000,"g","Apalachicola Bay, Florida"
121,"BTIP207",95,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",1.89E+003,"fish unidentified","fish","ectotherm vertebrate",2.64E+000,"g","Apalachicola Bay, Florida"
122,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",1.15E+001,"g","Apalachicola Bay, Florida"
123,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",1.18E+001,"g","Apalachicola Bay, Florida"
124,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",1.27E+001,"g","Apalachicola Bay, Florida"
125,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",1.32E+001,"g","Apalachicola Bay, Florida"
126,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",1.60E+001,"g","Apalachicola Bay, Florida"
127,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",1.66E+001,"g","Apalachicola Bay, Florida"
128,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",1.97E+001,"g","Apalachicola Bay, Florida"
129,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",2.17E+001,"g","Apalachicola Bay, Florida"
130,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",2.30E+001,"g","Apalachicola Bay, Florida"
131,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",2.50E+001,"g","Apalachicola Bay, Florida"
132,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",2.63E+001,"g","Apalachicola Bay, Florida"
133,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",2.84E+001,"g","Apalachicola Bay, Florida"
134,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",2.94E+001,"g","Apalachicola Bay, Florida"
135,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",3.22E+001,"g","Apalachicola Bay, Florida"
136,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",3.58E+001,"g","Apalachicola Bay, Florida"
137,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",3.58E+001,"g","Apalachicola Bay, Florida"
138,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",3.65E+001,"g","Apalachicola Bay, Florida"
139,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",4.06E+001,"g","Apalachicola Bay, Florida"
140,"BTIP229",91,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.00E+003,"fish unidentified","fish","ectotherm vertebrate",4.32E+001,"g","Apalachicola Bay, Florida"
141,"BTIP123",98,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",1.13E+003,"fish unidentified","fish","ectotherm vertebrate",6.29E-001,"g","Apalachicola Bay, Florida"
142,"BTIP019",99,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",5.80E+003,"fish unidentified","fish","ectotherm vertebrate",8.92E+000,"g","Apalachicola Bay, Florida"
143,"BTIP112",100,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",4.28E+003,"fish unidentified","fish","ectotherm vertebrate",5.32E+001,"g","Apalachicola Bay, Florida"
144,"BTIP147",101,"Carcharhinus limbatus","Blacktip shark","ectotherm vertebrate","adult","piscivorous",1.14E+004,"fish unidentified","fish","ectotherm vertebrate",6.86E+001,"g","Apalachicola Bay, Florida"
145,"FTTH054",102,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",6.95E+003,"fish unidentified","fish","ectotherm vertebrate",8.80E+000,"g","Apalachicola Bay, Florida"
146,"FTTH054",102,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",6.95E+003,"fish unidentified","fish","ectotherm vertebrate",8.80E+000,"g","Apalachicola Bay, Florida"
147,"FTTH055",103,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",1.11E+004,"fish unidentified","fish","ectotherm vertebrate",2.56E+001,"g","Apalachicola Bay, Florida"
148,"FTTH055",103,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",1.11E+004,"fish unidentified","fish","ectotherm vertebrate",4.58E+001,"g","Apalachicola Bay, Florida"
149,"FTTH055",103,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",1.11E+004,"fish unidentified","fish","ectotherm vertebrate",2.41E+001,"g","Apalachicola Bay, Florida"
150,"FTTH057",104,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",3.63E+003,"fish unidentified","fish","ectotherm vertebrate",3.80E+001,"g","Apalachicola Bay, Florida"
151,"FTTH058",105,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",4.18E+003,"fish unidentified","fish","ectotherm vertebrate",1.95E+001,"g","Apalachicola Bay, Florida"
152,"FTTH058",105,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",4.18E+003,"fish unidentified","fish","ectotherm vertebrate",1.56E+001,"g","Apalachicola Bay, Florida"
153,"FTTH058",105,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",4.18E+003,"fish unidentified","fish","ectotherm vertebrate",2.56E+001,"g","Apalachicola Bay, Florida"
154,"FTTH060",106,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",1.08E+004,"fish unidentified","fish","ectotherm vertebrate",3.77E+001,"g","Apalachicola Bay, Florida"
155,"FTTH063",107,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",6.50E+003,"fish unidentified","fish","ectotherm vertebrate",5.36E+001,"g","Apalachicola Bay, Florida"
156,"FTTH063",107,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",6.50E+003,"fish unidentified","fish","ectotherm vertebrate",9.26E+001,"g","Apalachicola Bay, Florida"
157,"FTTH069",108,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",3.86E+003,"fish unidentified","fish","ectotherm vertebrate",2.51E+001,"g","Apalachicola Bay, Florida"
158,"FTTH020",109,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",6.28E+003,"fish unidentified","fish","ectotherm vertebrate",3.77E+001,"g","Apalachicola Bay, Florida"
159,"FTTH021",110,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",5.45E+003,"fish unidentified","fish","ectotherm vertebrate",6.86E+001,"g","Apalachicola Bay, Florida"
160,"FTTH087",111,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",1.07E+003,"fish unidentified","fish","ectotherm vertebrate",2.33E+001,"g","Apalachicola Bay, Florida"
161,"FTTH090",112,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",1.14E+003,"fish unidentified","fish","ectotherm vertebrate",3.01E+001,"g","Apalachicola Bay, Florida"
162,"FTTH093",113,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",2.87E+003,"fish unidentified","fish","ectotherm vertebrate",3.66E+001,"g","Apalachicola Bay, Florida"
163,"FTTH072",114,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",5.45E+003,"fish unidentified","fish","ectotherm vertebrate",6.13E+001,"g","Apalachicola Bay, Florida"
164,"FTTH073",115,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",8.45E+003,"fish unidentified","fish","ectotherm vertebrate",2.08E+001,"g","Apalachicola Bay, Florida"
165,"FTTH077",116,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",1.60E+003,"fish unidentified","fish","ectotherm vertebrate",1.94E+001,"g","Apalachicola Bay, Florida"
166,"FTTH079",117,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",3.13E+003,"fish unidentified","fish","ectotherm vertebrate",2.03E+001,"g","Apalachicola Bay, Florida"
167,"FTTH079",117,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",3.13E+003,"fish unidentified","fish","ectotherm vertebrate",1.96E+001,"g","Apalachicola Bay, Florida"
168,"FTTH102",118,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",2.62E+003,"fish unidentified","fish","ectotherm vertebrate",2.25E+001,"g","Apalachicola Bay, Florida"
169,"FTTH112",119,"Carcharhinus isodon ","Finetooth shark","ectotherm vertebrate","juvenile","piscivorous",7.67E+003,"fish unidentified","fish","ectotherm vertebrate",6.46E+001,"g","Apalachicola Bay, Florida"
170,"SPIN004",120,"Carcharhinus brevipinna","Spinner shark","ectotherm vertebrate","juvenile","piscivorous",7.25E+003,"fish unidentified","fish","ectotherm vertebrate",8.74E+001,"g","Apalachicola Bay, Florida"
171,"SPIN018",121,"Carcharhinus brevipinna","Spinner shark","ectotherm vertebrate","juvenile","piscivorous",7.52E+003,"fish unidentified","fish","ectotherm vertebrate",4.75E+001,"g","Apalachicola Bay, Florida"
172,"SPIN047",122,"Carcharhinus brevipinna","Spinner shark","ectotherm vertebrate","juvenile","piscivorous",7.00E+003,"fish unidentified","fish","ectotherm vertebrate",6.86E+001,"g","Apalachicola Bay, Florida"
173,"SPIN057",123,"Carcharhinus brevipinna","Spinner shark","ectotherm vertebrate","juvenile","piscivorous",6.03E+003,"fish unidentified","fish","ectotherm vertebrate",5.47E+001,"g","Apalachicola Bay, Florida"
174,"n/a",124,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",1.51E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",7.29E+000,"g","Crooked Island Sound, Florida"
175,"n/a",125,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",2.07E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",6.14E+000,"g","Crooked Island Sound, Florida"
176,"n/a",126,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",2.39E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",1.85E+001,"g","Crooked Island Sound, Florida"
177,"n/a",127,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",2.56E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",3.98E+001,"g","Crooked Island Sound, Florida"
178,"n/a",128,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",3.13E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",1.17E+001,"g","Crooked Island Sound, Florida"
179,"n/a",129,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",4.25E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",3.34E+001,"g","Crooked Island Sound, Florida"
180,"n/a",130,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",4.76E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",2.65E+001,"g","Crooked Island Sound, Florida"
181,"n/a",131,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.03E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",8.36E+001,"g","Crooked Island Sound, Florida"
182,"n/a",132,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.31E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",4.78E+001,"g","Crooked Island Sound, Florida"
183,"n/a",132,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.31E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",2.04E+001,"g","Crooked Island Sound, Florida"
184,"n/a",132,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.31E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",7.12E+001,"g","Crooked Island Sound, Florida"
185,"n/a",132,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.31E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",2.65E+001,"g","Crooked Island Sound, Florida"
186,"n/a",132,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.31E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",8.71E+000,"g","Crooked Island Sound, Florida"
187,"n/a",132,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.31E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",9.76E+000,"g","Crooked Island Sound, Florida"
188,"n/a",132,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.31E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",1.03E+001,"g","Crooked Island Sound, Florida"
189,"n/a",133,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.60E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",4.80E+001,"g","Crooked Island Sound, Florida"
190,"n/a",134,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.90E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",3.97E+001,"g","Crooked Island Sound, Florida"
191,"n/a",134,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.90E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",1.04E+002,"g","Crooked Island Sound, Florida"
192,"n/a",134,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.90E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",1.33E+001,"g","Crooked Island Sound, Florida"
193,"n/a",134,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",5.90E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",2.69E+000,"g","Crooked Island Sound, Florida"
194,"n/a",135,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",6.21E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",2.58E+001,"g","Crooked Island Sound, Florida"
195,"n/a",135,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",6.21E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",2.87E+001,"g","Crooked Island Sound, Florida"
196,"n/a",135,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",6.21E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",1.60E+001,"g","Crooked Island Sound, Florida"
197,"n/a",136,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",7.55E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",1.11E+002,"g","Crooked Island Sound, Florida"
198,"n/a",136,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",7.55E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",1.17E+001,"g","Crooked Island Sound, Florida"
199,"n/a",137,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","ectotherm vertebrate","adult","predacious/piscivorous",8.29E+002,"teleosts/molluscs/crustaceans","teleosts/molluscs/crustaceans","mixed",5.69E+000,"g","Crooked Island Sound, Florida"
